task,round,global_round,task_progress,acc,prec_mic,prec_mac,prec_wei,rec_mic,rec_mac,rec_wei,f1_mic,f1_mac,f1_wei,fpr,loss
3,12,212,3.15,55.1907,55.1907,38.0166,71.0389,55.1907,63.8017,55.1907,55.1907,38.9752,57.717,89.6764,2.768378
3,13,213,3.1625,55.7944,55.7944,37.9368,72.8632,55.7944,63.6067,55.7944,55.7944,38.4259,59.1069,85.6915,2.685867
3,14,214,3.175,55.773,55.773,38.9345,73.4937,55.773,64.1611,55.773,55.773,39.1617,59.4017,85.4562,2.677574
3,15,215,3.1875,54.9103,54.9103,37.3199,70.2058,54.9103,64.2728,54.9103,54.9103,38.2835,57.0669,90.9689,2.797141
3,16,216,3.2,56.3177,56.3177,37.8306,73.2976,56.3177,64.2148,56.3177,56.3177,38.5202,59.5816,84.4034,2.63174
3,17,217,3.2125,55.343,55.343,37.9842,72.4085,55.343,64.4379,55.343,55.343,38.5209,58.4955,87.3068,2.7101
3,18,218,3.225,55.442,55.442,37.549,72.0131,55.442,64.3351,55.442,55.442,38.1932,58.3619,87.6397,2.724409
3,19,219,3.2375,55.0021,55.0021,38.0784,71.7727,55.0021,64.7246,55.0021,55.0021,38.724,57.9761,88.8309,2.748063
3,20,220,3.25,55.7222,55.7222,38.2194,73.4625,55.7222,64.5683,55.7222,55.7222,38.541,59.3559,85.7049,2.690111
3,21,221,3.2625,54.8622,54.8622,37.9659,71.565,54.8622,64.7748,54.8622,54.8622,38.5408,57.8051,89.3177,2.767672
3,22,222,3.275,55.4633,55.4633,38.254,72.1014,55.4633,64.9625,55.4633,55.4633,38.707,58.4018,88.5854,2.74526
3,23,223,3.2875,55.5154,55.5154,38.0558,73.1313,55.5154,64.6906,55.5154,55.5154,38.2782,58.992,86.7129,2.707924
3,24,224,3.3,55.2753,55.2753,38.3617,72.5007,55.2753,64.8785,55.2753,55.2753,38.7496,58.5096,87.9591,2.721541
3,25,225,3.3125,55.4821,55.4821,38.0209,72.5616,55.4821,64.7824,55.4821,55.4821,38.5153,58.6365,87.6731,2.690529
3,26,226,3.325,55.4606,55.4606,38.5169,72.9829,55.4606,64.9079,55.4606,55.4606,38.9979,58.8904,87.0128,2.697127
3,27,227,3.3375,55.2778,55.2778,38.2062,72.6127,55.2778,64.6979,55.2778,55.2778,38.6513,58.5732,87.8058,2.742769
3,28,228,3.35,55.6923,55.6923,38.2728,73.6426,55.6923,64.7882,55.6923,55.6923,38.6121,59.1809,86.1845,2.698408
3,29,229,3.3625,55.3165,55.3165,38.3426,72.7134,55.3165,64.5201,55.3165,55.3165,38.7874,58.6686,87.4974,2.736019
3,30,230,3.375,55.6192,55.6192,37.9868,72.3674,55.6192,64.885,55.6192,55.6192,38.5552,58.6059,88.1494,2.728889
3,31,231,3.3875,55.6009,55.6009,38.3561,73.1996,55.6009,64.3503,55.6009,55.6009,38.7543,59.1117,86.2433,2.706489
3,32,232,3.4,55.0701,55.0701,37.723,71.4315,55.0701,64.7031,55.0701,55.0701,38.2799,57.8456,89.9277,2.782289
3,33,233,3.4125,55.1504,55.1504,38.2993,72.4947,55.1504,64.3594,55.1504,55.1504,38.3989,58.4759,88.0953,2.744615
3,34,234,3.425,55.2981,55.2981,38.0699,72.3252,55.2981,64.4005,55.2981,55.2981,38.2254,58.4279,88.5059,2.760262
3,35,235,3.4375,55.2718,55.2718,38.0192,72.3336,55.2718,64.7104,55.2718,55.2718,38.5221,58.1863,89.0443,2.777092
3,36,236,3.45,55.8099,55.8099,38.7855,73.956,55.8099,64.3218,55.8099,55.8099,38.9869,59.6465,84.8464,2.70146
