task,round,global_round,task_progress,acc,prec_mic,prec_mac,prec_wei,rec_mic,rec_mac,rec_wei,f1_mic,f1_mac,f1_wei,fpr,loss
2,69,189,2.8625,53.4681,53.4681,49.3287,75.482,53.4681,64.1185,53.4681,53.4681,46.0488,58.9219,82.712,3.16485
2,70,190,2.875,52.7613,52.7613,48.6311,74.6762,52.7613,63.5408,52.7613,52.7613,45.481,57.9425,84.912,3.192513
2,71,191,2.8875,53.1779,53.1779,48.9565,75.2172,53.1779,63.9924,53.1779,53.1779,45.8855,58.5079,83.7336,3.176494
2,72,192,2.9,52.5141,52.5141,48.2902,73.8651,52.5141,63.5476,52.5141,52.5141,45.4394,57.5556,85.7374,3.20373
2,73,193,2.9125,52.9675,52.9675,48.7177,74.8538,52.9675,63.8216,52.9675,52.9675,45.757,58.1729,84.6321,3.192731
2,74,194,2.925,52.4521,52.4521,48.4364,73.8077,52.4521,63.6369,52.4521,52.4521,45.5719,57.4573,86.1996,3.229626
2,75,195,2.9375,52.2423,52.2423,48.222,73.5603,52.2423,63.434,52.2423,52.2423,45.2951,57.1999,86.5627,3.224513
2,76,196,2.95,52.4044,52.4044,48.5878,74.0289,52.4044,63.6425,52.4044,52.4044,45.5542,57.378,86.6337,3.21928
2,77,197,2.9625,52.3479,52.3479,48.3266,73.5808,52.3479,63.5874,52.3479,52.3479,45.5126,57.2891,86.6067,3.220979
2,78,198,2.975,52.2913,52.2913,48.298,73.5113,52.2913,63.5771,52.2913,52.2913,45.5336,57.2253,86.7492,3.239394
2,79,199,2.9875,53.3748,53.3748,49.3808,75.4492,53.3748,64.163,53.3748,53.3748,45.9914,58.8094,82.9885,3.16856
2,80,200,3.0,53.2707,53.2707,49.2213,75.332,53.2707,64.0888,53.2707,53.2707,45.9753,58.6522,83.439,3.179003
3,1,201,3.0125,53.7298,53.7298,41.7642,70.1625,53.7298,52.0192,53.7298,53.7298,40.3248,58.1366,83.9991,2.917119
3,2,202,3.025,53.3044,53.3044,43.7934,72.1791,53.3044,57.0786,53.3044,53.3044,42.8049,58.4176,82.8374,2.908296
3,3,203,3.0375,53.2286,53.2286,42.5732,70.9236,53.2286,55.6207,53.2286,53.2286,42.4603,58.0429,83.0326,2.76832
3,4,204,3.05,53.3327,53.3327,42.0576,70.9971,53.3327,59.7778,53.3327,53.3327,42.135,58.0631,84.2913,2.760763
3,5,205,3.0625,53.4678,53.4678,41.1388,71.37,53.4678,59.5614,53.4678,53.4678,40.8691,58.2723,83.7491,2.705138
3,6,206,3.075,54.0475,54.0475,41.6974,72.2871,54.0475,60.1984,54.0475,54.0475,41.4765,59.1137,81.313,2.622195
3,7,207,3.0875,53.2096,53.2096,42.99,71.7149,53.2096,60.0321,53.2096,53.2096,42.9516,58.2313,83.6676,2.711951
3,8,208,3.1,55.1894,55.1894,43.2189,74.4118,55.1894,60.7975,55.1894,55.1894,43.1574,60.4867,79.0736,2.477953
3,9,209,3.1125,53.9385,53.9385,43.0863,74.2559,53.9385,60.7838,53.9385,53.9385,42.9563,59.2306,81.9846,2.640242
3,10,210,3.125,53.7322,53.7322,42.3808,73.6695,53.7322,61.3249,53.7322,53.7322,42.1613,58.8135,84.2728,2.605835
3,11,211,3.1375,53.7832,53.7832,42.821,74.0523,53.7832,60.6282,53.7832,53.7832,42.4617,58.9624,82.9396,2.640862
